Speaker,Dialogue
JACK,"Hah! Jack picks up Scrum’s sword, tosses it hilt first at Angelica. She has to throw the pouch to Scrum to catch the sword. Jack snags the pouch out of the air. Jack now has the pouch back, with his sword, and Scrum is standing there, holding the Chalices in each hand. Angelica has two swords. Jack kicks the Chalices away -- Angelica and Jack look at each other, dive for them --"
JACK,"Angelica, no -- Angelica pulls the sword out and lets it drop, her hands slashed and bleeding. JACK  No."
JACK,"No. You're not. Well, yes. But even so, you will be all right. Jack holds the two Chalices. Raises the right Chalice. JACK  Drink this. This one has the tear. Angelica considers the Chalice. POTC: On Stranger Tides -WD- 11/3/10       104. CONTINUED:  179 179 JACK   You drink the other."
JACK,I cannot save you both! One of you must sacrifice for the other.
JACK,"Edward. She's dying. Save your daughter. Blackbeard takes one Chalice, then the other."
JACK,Aye. Hurry. Blackbeard turns to Angelica -- and quickly drinks the cup with the tear.
JACK,"Or ... wait ... was it the other way around? This cup had the tear, that cup - - hmmmn."
JACK,"He saved you. Maybe his soul is, now, redeemed. Angelica curses, raises the sword. Hears a sound. Looks -- Blackbeard’s body has already completely rotted away, like a 181 181 corpse many months under the water. His skin dissolves, leaving nothing but bones -- Jack looks, sees -- the Zombies, looking on, collapse, begin to decompose. The water around Blackbeard suddenly drops. Nothing is left, now, but a standing skeleton. And yet Blackbeard’s will is so strong, one last, sad, reach for her hand ... and then his BONES loosen and FALL, his skeleton joining the others, a few bones separating and clattering away. ANGELICA’s will is gone; she crumples to the ground."
JACK,The bloke who saved your life.
JACK,I only helped Blackbeard do what any father should have done.
JACK,"But fair, and fair is not the same as favorable. She looks past him, sees the small island ahead --"
JACK,A pistol. One shot.
JACK,This is a well-travelled trade route. You could signal a passing ship. POTC: On Stranger Tides -WD- 11/3/10       109.
JACK,"You worked free of your bonds about a half hour ago, and you've been waiting for a chance to jump me ever since. Jack whirls back -- and Angelica is RIGHT THERE, her hands free, a piece of driftwood raised to club him."
JACK,"If you had a sister, and a dog ... I’d choose the dog. Jack pushes the boat to the water. Angelica drops the driftwood, wades out from the shore."
JACK,Funny. I don't recall that we --
JACK,There is not enough rum in the seven seas.
JACK,You're making that up. POTC: On Stranger Tides -WD- 11/3/10       110.
JACK,Oh?
JACK,"As do I. And so, as an act of reverence and ardor for us both -- Jack looks very pleased with himself -- JACK  We're through. Angelica expected a kiss, gets only empty air. Turns to see: Jack has pushed the longboat well out into the waves."
JACK,Missed!
JACK,"Gibbs, you ugly besotted shellback, you made it!"
JACK,And I trust we managed a profit from our joint enterprise? POTC: On Stranger Tides -WD- 11/3/10       111. CONTINUED:  191 191
JACK,"What of Blackbeard’s men, guarding the ship?"
JACK,"Shame indeed. Jack picks up the bottle. He holds it eye level, lining the Black Pearl up with the horizon --"
JACK,"We will need a crossbow, an hourglass, three goats, and one of us must learn to play the trumpet."
JACK,"There’s a start! LATER, ON THE BEACH, Gibbs stoops, hefts the sack, bottles 194 194 inside clanking. He looks like some Caribbean Santa Claus."
JACK,"The Fountain tests you, Gibbs. But ... not my style, play it safe. Better to not know which moment may be your last, alive to the mystery of it all -- and who’s to say I won’t live on? Jack Sparrow, finder of the Fountain of Youth. I’ve no choice, Gibbs -- Jack and Gibbs walk, their footsteps in the sand stretch on to forever, ahead a spectacular crimson Caribbean sunset. JACK  It’s a pirate’s life for me."
JACK,"It's remarkable how often those two traits coincide. 11. He starts up the dock, starpping on his sword belt; besides the scabbard, it also carries a compass, pistol and small powder horn. The Harbormaster cuts him off."
JACK,"What do you sat three shillings, and we forget the name? He tosses three shillings onto the ledger. The Harbormaster considers, then shuts the ledger on the coins, steps aside."
JACK,"Sorry, I didn't know. Music drifts down from Fort Charles. Jack looks up, shields his eyes. JACK  Some sort of to-do up at the fort, eh?  You two weren't invited?"
JACK,This must be some important boat.
JACK,Ship.
JACK,"That's a fine goal, I'm sure ... But it seems to me a ship like that --  -- makes this one here just a wee superflous."
JACK,"That so?  I've heard of one, supposed to be fast, neigh uncatchable ... the Black Pearl? Mullroy scoffs at the name."
JACK,I'm sorry.  It's just such a pretty boat.  Ship. The sailors study him suspiciously.
JACK,Smith.
JACK,"None?  Very well.  You rumbled me. I confess: I intend to commandeer one of these ships, pick up a crew in Tortuga, and go on the account, do a little honest pirating."
JACK,"Unless, of course, he knew you wouldn't believe the truth if he told you it. Murtogg and Mullroy consider that point --"
JACK,Aren't you going to save her?
JACK," Sailors. Above where Elizabeth struggles in the water, Norrington and several other men pick their way down the cliffs. They are too far away to get to her in time. Jack scowls. He has no choice -- and it pisses him off. JACK  Fine. He pulls a pistol from his sword belt, hands it to Murtogg; then hands the belt to Mullroy. JACK  Don't lose these. And then he dives into the water, swims toward Elizabeth. Elizabeth struggles to keep above water, gasping for air -- then a swell rolls over her, and she is submerged --"
JACK,"Move. He pushes past Mullroy, kneels over Elizabeth, raises the knife -- Murtogg is shocked -- Jack slits the corset down the middle, yanks it away. Elizabeth remains still. And then -- she coughs up water and gasps, choking on her first full breath. Jack is relieved."
JACK,"Clearly, you've never been to Singapore. Jack flips the knife and hands it hilt-first to Murtogg -- and that's when he spots -- The MEDALLION. Jack catches it up in his hand. JACK  Where did you get this? Before Elizabeth can answer, the BLADE of a SWORD is at Jack's THROAT -- Norrington's new ceremonial sword, in fact, looking bright and sharp."
JACK,Captain Jack Sparrow.  If you please. Norrington looks out at the bay.
JACK,"Ah, but you have heard of me. Gillette returns with shackles, approaches Jack."
JACK,But it seems to be enough to condemn him.
JACK,"Finally. Lightning-quick, he snaps the corset around the hand and wrist of the man holding the pistol and yanks. The pistol sails into the water. Before anyone can react to that, Jack has the manacle chain wrapped around Elizabeth's throat. Pistols are drawn again, but now Elizabeth serves as a shield. Norrington raises a cautioning hand to his men. JACK  (backing away, toward land) Commodore Norrington ... my pistol and belt, please. Norrington hesitates, balls his fists in frustration. JACK  Commodore! Mullroy hands the pistol and belt to Norrington. Norrington holds them out to Jack. JACK  Elizabeth -- it is Elizabeth? Elizabeth is more angry than frightened."
JACK,"Miss Swann, if you'll be so kind? 23. She takes the belt and pistol from Norrington -- Jack's quicker than she is, and takes the pistol from her. He jerks her around so she is facing him, belly to belly. JACK  Now, if you'll be very kind? She figures out what he wants: put the belt on him."
JACK,"I saved your life; now you've saved mine.  We're square. Done. He turns her again, and then backs up until he bumps against the cargo gantry. JACK  Gentlemen ... m'lady ... you will always remember this as the day you almost caught Captain Jack Sparrow. He shoves Elizabeth away, grabs a rope and pulls free a belaying pin -- a counterweight drops and Jack is lifted up to the middle of the gantry, where he grabs a second rope -- Pistols fire -- and miss. Jack swings out, out, out, away from and around the gantry. Norrington has held his shot. With careful aim, he tracks Jack's trajectory -- Jack drops from the rope even as Norrington FIRES. His shot tears the rope -- -- as Jack plummets past one of the gantry's guy lines, he snaps the length of the manacle chain over the line and grabs hold of the far loop -- slides down the line -- -- drops to the deck of a ship. He runs, leaping to another ship, then out of sight --"
JACK,You look familiar ... Have I ever threatened you before?
JACK,"Ah.  Then it would be a shame to put a black mark on your record. So if you'll excuse me ... 26. Beside the door is a grindstone, a sword resting in the honing guide. Before Jack can react, Will has it in hand. JACK  Do you think this is wise, boy? Crossing blades with a pirate?"
JACK,"Only a little. In responce, Will assumes an en garde position. Jack appraises him, unhappy to see Will knows what he's doing. Jack attacks. The two men stand in one place, trading feints, thrusts and parries with lightning speed, almost impossible to follow. Will has no trouble matching Jack. JACK  You know what you're doing, I'll give you that ... Excellent form ... But how's your footwork?  If I step here -- He takes a step around an imaginary circle. Will steps the other way, maintaining his relationship with Jack. JACK  Very good!  And if I step again, you step again ... (continuing to step around the circle) And so we circle, circle, like dogs we circle ... They are now exactly opposite their initial positions. JACK  Ta! Jack turns and heads for the door, now directly behind him. Will registers with angry surprise -- and then with a vicious overhand motion, he throws his sword -- -- the sword buries itself into the door, just above the latch, barely missing Jack. Jack registers it, then pulls on the latch, but it won't move up -- the sword is in the way. Jack rattles the latch. Tugs on the sword a few times -- it is really stuck in there. Jack mouths a curse, but when he turns back to Will, he's smiling. 27. JACK  That's a good trick.  Except, once again, you are between me and the way out. (points his sword at the back door) And now you have no weapon. Eyes on Jack, Will simply picks up a new sword from an anvil. Jack slumps in dismay -- but then he leaps forward. Will and Jack duel. Their blades flash and ring. Suddenly, Jack swings the chain still manacled to his left hand at Will's head. Will ducks it, comes up wide-eyed. Then Jack's chain smashes across Will's sword, disarming him. Will quickly picks up another sword. Jack becomes aware that the entire room is filled with bladed weapons: swords, knives, boarding axes in various stages of completion. JACK  Who makes all these?"
JACK,You need to find yourself a girl.  Or maybe the reason you practice three hours a day is you've found one -- but can't get her? A direct hit -- and Will coils even more tightly with anger.
JACK,"(smiles; what did you expect?) Pirate. Jack steps forward. Will steps back, fully blocking the door. JACK  Move away."
JACK,Move!
JACK,"You're lucky, boy -- this shot's not meant for you. Jack uncocks the pistol. Will is surprised, reassesses Jack - - Suddenly, Mister Brown SLAMS his bottle against Jack's skull. Jack crumples to the ground. The front and back doors smash open, and SAILORS fill the room. Norrington pushes forward, sees Jack on the ground. 29."
JACK,"You can keep doing that forever, that dog's never going to move."
JACK,I know those guns! He peers out through the bars of the window. The other prisoners crowd around their window as well. JACK  It's the Black Pearl.
JACK,There are a lot of stories about the Black Pearl.
JACK,"It's all right, doggie ... come here, boy.  Come here, Spot. Rover. Fido? To his surprise, the dog crawls out from under the bench. Jack continues to coax him closer. The key ring is nearly within Jack's reach -- suddenly, the dog's attention goes to the door into the cell block. He BRISTLES, GROWLS. He backs away from the door, whining. JACK  What's the matter, boy? The dog bolts, through the bars, into the cell, then out through the breached wall -- taking the keys with him. The door to the cell block bursts open. A pair of pirates step in: KOEHLER and TWIGG."
JACK,"Worry about your own fortunes.  The lowest circle of hell is reserved for betrayers ... and mutineers. Koehler and Twigg don't like hearing that. Koehler lashes out, grabs Jack by the throat through the bars. Jack clutches the pirates wrist, looks down -- Where they enter the moonlight, Koehler's wrists and hands are skeletol. Jack's eyes go wide -- he is holding a skeleton arm. JACK  You are cursed. Koehler sneers, shoves Jack bakwards, hard. Now out of the moonlight, his hand is normal. Jack stares, realizing -- JACK  The stories are true. Koehler ushers Twigg toward the door. Looks back."
JACK,Somewhat.
JACK,Surely you've heard the stories? The Black Pearl sails from the dreaded Isla de Mureta ... an island that cannot be found -- except by those who already know where it is.
JACK,Why ask me?
JACK,And you want to turn pirate yourself?
JACK," So it is that you found a girl. 47. Well, if you're intending to brave all and hasten to her rescue and so win fair lady's heart, you'll have to do it alone.  I see no profit in it for me. Will slams his fist against the bars in furstration. Jack is surprised at the outburst. Will thinks ... makes a decision."
JACK,How?  The key's run off.
JACK,You're name is Turner. Will gives him a puzzled look.
JACK,"Will Turner...  I'll tell you what, Mr. Turner. I've changed my mind.  You spring me from this cell, and on pain of death, I'll take you to the Black Pearl.  Do we have an accord? Will gives him a suspicious look. The deal seems too good. Jack keeps his hand out, still smiling. Will shakes it."
JACK,"Agreed! Will looks around, figures out what he needs. He makes a chair his fulcrum, and levers the long bench under the door. Pushes down -- it's hard work -- but the cell door rises, and then falls forward, CRASHING down on the bench and chair. Jack is impressed. He steps out of the cell."
JACK,Not without my effects.
JACK,"My business, Will.  As for your business -- one question, or there's no use going.  This girl -- what does she mean to you?  How far are you willing to go to save her?"
JACK,Good.
JACK,"No worries there.  She's far more likely to rot out from under us. Will steels himself, steps into the boat as if it's going to capsize with the slightest movement. Jack hoists the sail. JACK  Besides, we are about to better our prospects considerably. He nods toward the H.M.S. Dauntless, looming in the harbor. Will whiteknuckles the gunwales."
JACK,Commandeer.  We're going to commandeer a ship.  Nautical term.
JACK,"So's breaking a man out of jail. Face it, Will: you may say you'll never be a pirate, but you're off to a rip-roaring start.  My advice -- smile and enjoy it. 50."
JACK,Remarkable how often those two traits coincide. The Jolly Mon nears the rudder of the much larger ship --
JACK,Everybody stay calm.  We're taking over the ship!
JACK,Dead serious.
JACK,"We'll see about that. 51. More guffaws from the crew. A couple sailors more forward, hands on swords -- Gillette holds up a hand."
JACK,"Fine by me.  We brought you a nice little boat, so you can all get back to shore, safe and sound."
JACK,"As likely as not.  Will, short up the anchor, we've got ourselves a ship!"
JACK,"A little help? Gillette shrugs, gestures to Murtogg and Mullroy. The three men throw their weight into the windlass, and it turns. Jack's pistol is on them the whole time."
JACK,"Lookee there, mate!  We're underway!"
JACK,Can you swim?  Can.  You.  Swim? Jack removes his hand.
JACK,"Good. Jack lifts the man up, throws him overbroad. Quickly unties the ropes to the grappling hooks. Will cranks the capstan bars, raising the foresail --"
JACK,"Thank you, Commodore, for getting our ship ready to make way! We'd've had a hard time of it by ourselves! Norrington seethes, but his order to Gillette is measured:"
JACK,"For a man whose made an industry of avoiding boats, you're a quick study."
JACK,Is that so?
JACK,"I knew him.  Probably one of the few he knew him as William Turner. Most everyone just called him Bill, or 'Bootstrap' Bill."
JACK,"Good man.  Good pirate.  And clever -- I never met anyone with as clever a mind and hands as him. When you were puzzling out that cell door, it was like seeing his twin."
JACK,"I swear, you look just like him."
JACK,Figured you wouldn't want to hear it.
JACK," You think your father is the only man who ever lived the Glasgow life, telling folk one thing, and then going off to do another? There's quite a few who come here, hoping to amass enough swag to ease the burdens of respectable life. And they're all 'merchant marines.'"
JACK,Sure -- because he could always go pirating.
JACK,"Put it away, Will.  It's not worth getting beat again."
JACK,"Then that's not much incentive for me to fight fair, is it? 63. He kicks a lever on a wench. The sail boom whips around and slams Will in the chest -- sweeping him off the ship. His sword clatters onto the deck. Will dangles above the water. Jack slips a loop of rope around the wheel to hold the course. Picks up the sword -- and pokes at Will with it. Will hand- over-hands away from the blade, to the end of the boom. JACK  As long as you're just hanging there, pay attention.  Must, should, do, don't, shall, shall not -- those are just mere suggestions. There are only two absolute rules. (ticks them off on his fingers) What a man can do.  And what a man can't do. Will looks away, not interested. JACK  For instance: you can accept that your father was a pirate and still a good man ... or you can't.  Now me, I can sail this ship to Turga, by myself ...  But I can't just let you drown. Jack swings the boom back in. Will drops to the deck. Jack holds the hilt of the sword out. Will takes it. Glares at Jack, considers what he'll do next. Jack watches him coolly. Will turns and strides to his spot on the deck, sits down, and resumes sharpening his sword: shhhk -- shhhk -- shhhk ... Jack breathes a silent sigh of relief. Notices his shaking -- he takes the wheel."
JACK,Oh -- did I forget to mention that?
JACK,"We need a crew.  We can manage the ship between islands, but the open sea, that's another matter -- Suddenly the Redhead SLAPS Jack, hard. Satisfied, she turns and strides off. Will ignores her."
JACK," Don't worry.  I've already got a Quartermaster -- there! Jack leads Will toward the pub: the Faithful Bride, the emblem over the door a politically incorrect painting of a smiling woman holding a bouquet in her chained-and-manacled hands. Jack pulls open the door; Will goes inside passing a pretty ASIAN woman coming out -- she sees Jack and immediately SLAPS him, cursing something in Chinese. Jack backs away --"
JACK,"AnaMaria!  Have you seen Gibbs?  I need to put together -- She SLAPS him again. Will shakes his head, heads for the bar. Jack gets up. 65. JACK  Borrowed.  Borrowed your boat.  Without permission. AnaMaria charges; Jack backs away, puts a table between them. She chases him around the table, still carrying the tray."
JACK,Safe!  At Port Royal.  With the Royal Navy.
JACK,You'll get it back.  Or one better.
JACK,"Well, fortunately, I know how to counter it.  The man who did the waking buys the man who was sleeping a drink, and the man who was sleeping it drinks it while listening to a proposition."
JACK,Just the one. Gibbs pauses. He takes a dainty sip.
JACK,First -- have you found me a crew? 67.
JACK,"Now where, I wonder, would they have gotten that idea? Gibbs evades answering him by taking a long sip. Jack leans forward. Gibbs leans forward. JACK  I'm going after the Black Pearl. Gibbs straightens up like he's been hit. He stares. He reaches for the drink as if to down it -- but then sets it back down. He leans forward again. Jack has not moved."
JACK,"I'm going after the Black Pearl. I know where it's going to be, and I'm going to take it."
JACK,"Aye, and that's why I know where it's going to be, and that's why I know what Barbossa is up to.  All I need is a crew."
JACK,Not if the fool has something Barbossa wants.  Something he needs.
JACK,"Back there, guarding the door is the son of old Bootstrap Bill Turner. Gibbs' eyes widen over the edge of the tankard. Peers at Will. Then smiles, with more missing teeth than good ones."
JACK,That he is.
JACK,"Mr. Cotton.  Do you have the courage and fortitude to follow orders and stay true, in the face of danger, and almost certain death? Cotton lifts the parrot off his shoulder, raises it --"
JACK,"That goes for the rest of you! Danger and near certain death.  For we are to sail for the Isla de Muerta, to rescue the daughter of Governor Swann.  An equal share of the reward shall be-- Jack hears movement, looks back -- several potential crew members back away in fright; first one, then another, turn and run, followed by more. Soon just a half dozen are left, including Cotton (with parrot) -- and AnaMaria."
JACK,These are the only ones worth having.  And we're going to need them --
JACK,"She can hold a bit longer. The wind picks up, howling. Jack smiles."
JACK," We're catching up! Jack turns back to the sea, enjoying himself. Gibbs stares at him like he's a crazy man."
JACK,"Bear three points starboard. AnaMaria turns the wheel, adjusting course. The ship leans into the new direction. Jack looks down -- 72. ON THE COMPASS -- where the indicator spins, reverses, settles on -- northeast. JACK  Six points port! AnaMaria frowns, but follows the order, turns the wheel back, and the ship responds. Will works on deck, coiling a rope -- but he watches Jack and AnaMaria, clearly not happy. Gibbs hobbles up."
JACK," I didn't! Will and Gibbs jump. Jack is right there beside them. JACK  My body's still there, rotting away, and I am but a ghost! Will and Gibbs aren't sure what to make of that. Jack laughs."
JACK,"Ah, that's a dark and unpleasant tale, best left untold. He starts off."
JACK,"The pistol.  When a pirate is marooned, Will, he's given a pistol with a single shot.  No good for hunting, or surviving, really.  But after three weeks of starvation and thrist -- the option of that pistol begins to look good. Jack lets this sink in. He pulls out the pistol, raises it. JACK  But I survived.  And I still have that single shot.  It's meant for one man.  My mutinous first mate--"
JACK,"They'll be anchored on the lee side.  Haul your wind, and keep to the weather of the island --"
JACK,Depends.
JACK,"On whether the stories are all true.  If they are, that's a waterfall that spills over at high tide, with a short drop to an underground lagoon.  If not -- By now, the moving water tugs on the longboat, and they are sucked in -- JACK  -- well, too late. The boat rushes forward, plunges into darkness --"
JACK,"Chalk one up for the stories. Will leaps out into the water, pulls the boat ashore -- 77."
JACK,Me!
JACK,"No, I'm -- rescuing you. Elizabeth can't comprehend that one."
JACK,"This way! They race off, toward a bit of moonlight --"
JACK,"The trick isn't getting here, it's getting away. As if on cue, they hear the yells of pirates, coming closer. They take off --"
JACK,"No.  This won't work.  I'll stay behind, and fight them. You go on. Will and Elizabeth stare at him."
JACK,"I'll lead them away. The sounds are closer. JACK  Go to the opposite end of the island, and signal the ship.  I'll keep 'em busy."
JACK,"I'm sure.  When you've led the kind of life that I have, there are debts that must be paid.  Maybe I can balance the scales a little. Will nods, hesitates ... gives Jack his sword -- now Jack has two, one for each hand. Elizabeth gives him a quick kiss. Will and Elizabeth race away, and are gone. 82. Jack watches them a moment, turns to face the pirates. He sticks the two swords in the ground, crossed. Leans casually against a rock. A group of pirates round a corner, cutlasses drawn, ready to fight -- but Jack raises his hand. JACK  I invoke the right of parlay, according to the Code of the Brethren, set down down by the pirates Morgan and Bartholomew..."
JACK,"The woman's blood didn't work, did it? Barbossa hesitates. JACK  I know whose blood you need, to end the curse."
JACK,"No you won't. Barbossa nods. Pintel steps forward, puts a blade to Jack's throat. Jack's smile widen."
JACK,Simple.  I have something you won't more than anything.  The way to free you from the curse of the treasure.  You have something I want -- more than anything.
JACK,"You give me the Pearl.  Then I tell you who you need. Barbossa stares at him, incredulous."
JACK,That's right.
JACK,"I'm a man of my word. The pirates laugh louder. JACK  You see, I've got this honest streak in me -- in its own way, a sort of curse.  Oh, and there's the fact that you have no choice."
JACK,"You left me on a desert island -- what worse can you do? Jack is still smiling, intentionally smug now. Barbossa sees his options dwindling, begins to pace."
JACK,Wait as long as you like.
JACK,Let's say I tell you the wrong person.  What would you do?
JACK,"And if I tell you the truth, you become, and you won't come near me because you know I'd kill you. Barbossa hesitates. The pirates are amazed at how the tide has turned; Barbossa has gone past considering the idea, and might even do it."
JACK,"See, that's where we're different. I trust you ... to do what it takes to get what you want."
JACK,What -- you don't have the medallion?
JACK,I'll watch my back.
JACK,"Don't hit my ship!  I mean, kill the lying scoundrel --  I'm a little conflicted, here. Twigg just stares."
JACK,Will -- don't do anything stupid! Don't say anything stupid --
JACK,"It's pure evil to make a Captain walk the plank of his own ship, twice in one lifetime.  No good can come of it."
JACK,"Someone needs to cut these bonds, then. Barbossa smiles, shows a pistol. Points it at Jack."
JACK,"The last time you do this, you left me a pistol, with one shot. The pirates mutter agreement."
JACK,"A gentleman might give us two pistols, seeing as there are two of us, this time. A pirate hands Jack's pistol to Barbossa."
JACK,You can go to your grave not knowing.
JACK,"That's the second time I've had to watch that man sail away with my ship. He turns away, and swims after Elizabeth."
JACK,The trees are taller. Jack checks to see if the pistol parts are dry; they are. He sets about re-assembling and loading his pistol.
JACK,Not yet.  Ask me again in a few weeks. Elizabeth can't believe it.
JACK,Don't be thinking I'm not already working on it. He climbs up toward a clump of palm trees. Digs for something beneath the sand. He finds it: a large iron ring.
JACK,"It won't.  It won't, and so we won't. He jumps down into the pit, cracks open a bottle of rum, takes a swig."
JACK,"Last time, I was here a grand total of three days.  Last time, the rumrunners who used this island as a cache came by, and I bartered passage off.  But from the looks of this, they've been out of business, and so that won't be happening again.  We probably have your friend Norrington to thank for that."
JACK,"Welcome to the Caribbean, love. He gathers up a few bottles, heads for the beach. 97. JACK  You should look at our contretemps this way: we've got shade trees, thank the Lord.  We've got some food on the trees, thank the Lord again.  And we've got rum, praise the Lord.  We can stay alive a month, maybe more.  Keep a weather eye open for passing ships, and our chances are fair."
JACK,"You're right.  Here's luck to you, Will Turner. He drinks -- and difiantly returns Elizabeth's angry gaze. But then turns away, sits down. JACK  Don't be thinking I'm happy about this, Elizabeth.  But I see no use in wailing and gnashing my teeth over that which I can do nothing about."
JACK,"Try it.  It goes down rough, but it goes down -- and the second swig goes down easier. Elizabeth considers. Comes to a decision. She unseals the bottle, takes a swig. They sit in silence for a bit."
JACK,"What?  What was that?  Something funny, Miss Swann? Share, please."
JACK,"I know a lot of songs about pirates, but none I'd teach a child.  Let's hear it."
JACK,Now I must hear this song.  An authentic pirate song.  Have at it.
JACK,"More to drink! He gathers two more bottles, tosses one to her. She drops her half-finished bottle to catch it. Opens it, takes a sip. JACK  Well? Elizabeth clears her throat, begins to sing self- consciously, becoming stronger as she goes on."
JACK,"I LOVE this song!  Yo ho, yo ho, a pirate's life for me!  We're beggars and blighters, ne'er do well cads, Drink up me hearties, yo ho! (gives it a touch of Irish ballad) Aye but we're loved by out mums and our dads.  Drink up me hearties, yo ho! They hoist their bottles, but only Jack drinks. He drains the bottle, then tosses it away. JACK  When I get the Black Pearl back, I'm going to teach it to the whole crew, and we'll sing it all the time!"
JACK,"Not just the Spanish Main.  The whole ocean ... the whole world. Wherever we want to go, we go. 100. That's what a ship is, you know. Not just a keel and a hull and a deck and sails.  That's what a ship needs ... but what a ship is -- what the Black Pearl really is ... is freedom. Elizabeth lays her head on his shoulder."
JACK,"Ah, well ... the company is better than last time.  And the scenery has definitely improved."
JACK,"We've got a few bottles left ... and we've yet to tap the kegs. Elizabeth shrugs with a sleight -- but promising -- smile. She picks up the empty bottle from the ground, holds it up."
JACK,"To the Black Pearl. They tap the bottles together. Elizabeth feigns a drink as he chugs. He taps his bottle against hers again. She laughs, feigns another drink --"
JACK,"What are you doing?  You've burned our food, the shade -- the rum!"
JACK,Why?
JACK,"You -- you burned up the island, for a one-time chance at being spotted?"
JACK,They'll be no living with her after this.
JACK, We had time to get to know each other.
JACK,"Norrington, think about it ... the Black Pearl, its captain and crew ... the last pirate threat in the Caribbean.  How can you pass that up?"
JACK,"Congratulations, sir. Crew men lead Jack toward the bridge. Sailors go about their tasks, and the ship begins its slow turn."
JACK,"Nor did you, I noticed."
JACK,Exactly.
JACK,"I have a plan.  If it succeeds, then any battle will be decidedly brief ... and one-sided."
JACK,"Funny, I was thinking along those lines.  How about you let me go in alone, and while you're setting up an ambush, I'll trick the pirates out to you."
JACK,They left me stranded.  Twice. What have you got to lose?
JACK, I knew you'd listen to reason!
JACK,"That chart I drew up'll get you past the reefs.  If you're steersman's good enough, that is."
JACK,"I'll slip in, talk them into to come out, and you'll be free to blow holy high heaven the whole lot of them. The crewmen release the lines, and the boat drops -- 108."
JACK,Do you have any idea where you're going?
JACK,Don't talk.  These caves magnify sound.  Just follow me.
JACK,"It's the right way. Will joins him -- and sees what Jack is staring at: Treasure piled on treasure, sparkling, glowing, seemingly endless. At the center is the moonlit clearing, and the stone Aztec chest."
JACK,You don't want to be doing that. Barbossa pretends to think about his words.
JACK, All right then. That makes Barbossa pause. He steps out of the moonlight.
JACK,"Because, right about now, the H.M.S. Dauntless is lying in wait in the harbor."
JACK,-- and its guns and crew will cut you and your men to pieces the moment you step outside these caves. A buzz of apprehension sweeps through the pirates.
JACK,"You've no hope of surviving Norrington's attack ... that is, if you're mortal."
JACK,"Simple.  Don't kill the boy yet. Wait for a more opportune moment. Will glares, listening to every word he says. Jack scoops up a handful of coins from the chest. 112. JACK  (drops the coins one- by- one back into the chest) Like after you've killed ... Every ... Last ... One ... of Norrington's men."
JACK,The situation has changed.
JACK,"Aye.  See, after you're done with the Royal Navy, you'll have a bit of a problem: the H.M.S. Dauntless. There you'll be, with two lovely ships on your hands, and what to do?  Of course you'll decide you deserve the bigger one, and who's to argue?  The Dauntless a first- rate ship-of-line, and with it, you can rule the seas.  But if you're Captain of the Dauntless, who's left for the Black Pearl? Jack smiles and spreads his hands: me. JACK  I sail for you as part of your fleet, I give you fifteen percent of my plunder, and you get to introduce yourself at tea parties and brothels as 'Commodore Barbossa.'  Do we have an accord? Barbossa licks his lips. It's tempting ... JACK  Now, you can take care of the Dauntless, right? 113."
JACK,There's ... another exit?
JACK,"Oh, please -- did I really seem that clever? Before Will can answer, Jack smoothly slips the sword from a Pirate's scabbard -- tosses it to Will, who catches it despite his sursprise. JACK  Use it well. He draws his own sword -- and clobbers the Pirate. Barbossa and the other pirates stare in shock --"
JACK,"Remarkable how often those two traits coincide. Jack drives him back, making Barbossa laugh. 118."
JACK,"Well, isn't that interesting. Skeleton Jack pulls the sword from his chest. He pulls something from his pocket: one of the Aztec coins. JACK  They're so pretty, I just couldn't resist stealing one.  It's a curse, I guess. Barbossa grabs up his sword, and rushes Jack. Both men are in moonlight now, two skeletons in pitched battle."
JACK,"Or you could surrender. He shoves Barbossa back, out of the moonlight. Barbossa stalks the room, his attention focused on Jack."
JACK," The worst.  On the other hand, maybe I'm a man who can't pass up a chance for revenge against the black-hearted bastard who stole my ship and left me to die in the middle of the ocean -- twice! -- and who knows how to get what he wants.  Now that's a great pirate. Jack cuts his palm, grips the coin he stole above the chest ... and then hesitates. Will looks at him ... Jack releases the coin. It lands in the chest beside the other bloody coin. Suddenly, the lid of the chest, all on its own, SLAMS SHUT. Elizabeth stares at it."
JACK,Tough luck.  I was rooting for you.
JACK,"AnaMaria, trim the mainsail!"
JACK,"Mr. Gibbs, organize a cleaning detail -- you and Cotton.  I want every inch of the Pearl spic-and- span and ship-shape! Gibbs actually stomps the deck, executes a salute. Jack stands at the wheel: he's got his ship back, and all is right with the world. He begins to unconsciously hum: ""Yo, ho, yo, ho, a pirate's life for me ..."" He realizes what he's doing and smiles, the orchestra takes over as the Black Pearl sails for uncharted waters ... and we FADE UP large words in script:"
